DATE,DESCRIPTION,ORIGINAL_DESCRIPTION,AMOUNT,TRANSACTION_TYPE,CATEGORY,ACCOUNT_NAME,LABELS,NOTES
2/15/2022,h,l,2096.0,debit,Gas & Fuel,c,,
2/15/2022,j,d,2271.0,debit,Entertainment,a,,
2/15/2022,p,o,967.0,credit,Paycheck,a,,
2/15/2022,g,m,924.0,credit,Paycheck,c,,
2/15/2022,h,i,2894.0,credit,Paycheck,b,,
2/14/2022,h,p,940.0,debit,Television,f,,
2/14/2022,m,j,1928.0,debit,Mobile Phone,d,,
2/14/2022,v,x,3861.0,debit,Credit Card Payment,f,,
2/14/2022,i,f,3409.0,credit,Interest Income,b,,
2/13/2022,q,a,5477.0,debit,Shopping,e,,
2/13/2022,x,s,3891.0,debit,Fast Food,c,,
2/12/2022,m,s,1585.0,debit,Entertainment,e,,
2/12/2022,n,x,968.0,credit,Paycheck,b,,
2/11/2022,n,l,248.0,credit,Interest Income,b,,
2/10/2022,f,w,333.0,credit,Interest Income,f,,
2/10/2022,g,w,3795.0,debit,Restaurants,e,,
2/10/2022,e,e,0.0,debit,Pharmacy,a,,
2/09/2022,d,c,3230.0,debit,Entertainment,b,,
2/09/2022,q,v,985.0,debit,Newspapers & Magazines,f,,
2/07/2022,t,q,4637.0,debit,Credit Card Payment,e,,
2/07/2022,b,h,2286.0,debit,Auto Insurance,a,,
2/07/2022,h,l,6.0,debit,Education,a,,
2/07/2022,e,p,2879.0,debit,Hair,c,,
2/05/2022,g,x,1053.0,debit,Restaurants,e,,
2/04/2022,m,r,3670.0,debit,Groceries,e,,
2/04/2022,b,g,1055.0,debit,Auto Payment,e,,
2/04/2022,c,o,3920.0,credit,Credit Card Payment,e,,
2/03/2022,m,q,590.0,debit,Gas & Fuel,d,,
2/02/2022,c,t,1832.0,debit,Newspapers & Magazines,d,,
2/01/2022,u,h,1464.0,debit,Service Fee,b,,
2/01/2022,n,w,447.0,debit,Gas & Fuel,d,,
2/01/2022,y,p,5376.0,debit,Service & Parts,a,,
2/01/2022,b,y,3077.0,debit,Mortgage & Rent,e,,
1/31/2022,m,x,3436.0,credit,Paycheck,e,,
1/31/2022,q,h,5464.0,debit,Transfer,b,,
1/31/2022,s,u,2275.0,credit,Paycheck,a,,
1/31/2022,g,w,2479.0,credit,Paycheck,b,,
1/31/2022,q,e,3713.0,debit,Entertainment,d,,
1/31/2022,a,j,1430.0,debit,Home Services,d,,
1/31/2022,s,q,1522.0,credit,Transfer,e,,
1/30/2022,u,x,1745.0,debit,Restaurants,e,,
1/30/2022,r,y,71.0,debit,Restaurants,c,,
1/28/2022,q,n,3679.0,debit,Charity,a,,
1/28/2022,b,n,2114.0,debit,Entertainment,e,,
1/28/2022,t,a,3101.0,debit,Music,b,,
1/26/2022,r,a,2629.0,debit,Misc Expenses,c,,
1/26/2022,c,b,2281.0,debit,Credit Card Payment,d,,
1/26/2022,q,v,3764.0,credit,Transfer,b,,
1/25/2022,g,h,1086.0,debit,Utilities,b,,
1/25/2022,w,y,164.0,debit,Electronics & Software,f,,
1/25/2022,b,t,577.0,credit,Paycheck,f,,
1/24/2022,f,r,3516.0,debit,Health Insurance,d,,
1/24/2022,a,j,123.0,debit,Credit Card Payment,f,,
1/24/2022,d,t,5817.0,debit,Utilities,c,,
1/24/2022,d,p,1304.0,debit,Shopping,d,,
1/24/2022,e,l,380.0,debit,Shopping,f,,
1/24/2022,v,h,4003.0,debit,Groceries,b,,
1/24/2022,x,f,723.0,debit,Entertainment,c,,
1/24/2022,f,o,1905.0,debit,Television,d,,
1/23/2022,s,x,993.0,debit,Fast Food,b,,
1/21/2022,t,u,5124.0,debit,Business Services,b,,
1/20/2022,j,c,1904.0,debit,Restaurants,e,,
1/20/2022,c,v,2291.0,debit,Vacation,d,,
1/20/2022,r,c,2909.0,debit,Credit Card Payment,a,,
1/20/2022,n,h,2753.0,debit,Utilities,f,,
1/20/2022,x,d,1673.0,debit,Utilities,d,,
1/20/2022,f,x,1500.0,debit,Parking,b,,
1/19/2022,s,d,5303.0,credit,Electronics & Software,d,,
1/19/2022,k,f,1560.0,debit,Food & Dining,d,,
1/19/2022,f,x,3688.0,credit,Credit Card Payment,f,,
1/18/2022,d,u,785.0,debit,Restaurants,b,,
1/18/2022,s,t,2417.0,debit,Gym,a,,
1/18/2022,d,e,129.0,credit,Interest Income,d,,
1/18/2022,q,k,501.0,debit,Cash & ATM,a,,
1/18/2022,a,a,2425.0,debit,Cash & ATM,c,,
1/18/2022,s,b,1814.0,debit,Transfer,f,,
1/17/2022,a,l,631.0,debit,Gas & Fuel,f,,
1/16/2022,l,o,3003.0,debit,Groceries,c,,
1/14/2022,v,t,1936.0,debit,Television,a,,
1/14/2022,d,o,4913.0,credit,Paycheck,b,,
1/14/2022,v,s,4015.0,credit,Interest Income,d,,
1/14/2022,u,s,5640.0,credit,Paycheck,e,,
1/14/2022,k,j,371.0,debit,Credit Card Payment,f,,
1/14/2022,v,g,1663.0,credit,Paycheck,c,,
1/13/2022,m,p,980.0,debit,Movies & DVDs,e,,
1/13/2022,f,f,1037.0,credit,Paycheck,d,,
1/13/2022,u,f,329.0,debit,Entertainment,f,,
1/13/2022,j,n,5570.0,debit,Television,a,,
1/13/2022,t,n,1541.0,credit,Interest Income,f,,
1/13/2022,s,j,41.0,debit,Fast Food,a,,
1/12/2022,x,a,1957.0,debit,Gas & Fuel,a,,
1/12/2022,l,y,1090.0,debit,Entertainment,a,,
1/11/2022,k,c,100.0,debit,Shopping,d,,
1/11/2022,m,o,424.0,debit,Gas & Fuel,e,,
1/11/2022,g,w,106.0,debit,Gas & Fuel,d,,
1/10/2022,l,v,1564.0,debit,Pharmacy,d,,
1/10/2022,w,s,4295.0,debit,Shopping,c,,
1/10/2022,e,r,1375.0,debit,Shopping,f,,
1/09/2022,c,h,1535.0,debit,Entertainment,e,,
1/09/2022,a,v,435.0,debit,Restaurants,e,,
1/07/2022,x,x,770.0,debit,Auto Insurance,e,,
1/07/2022,u,w,2618.0,debit,Education,c,,
1/05/2022,r,n,1259.0,debit,Groceries,e,,
1/05/2022,a,g,3573.0,debit,Newspapers & Magazines,e,,
1/05/2022,b,r,1451.0,debit,Credit Card Payment,f,,
1/05/2022,t,o,1943.0,debit,Auto Payment,c,,
1/04/2022,f,l,1162.0,debit,Charity,c,,
1/04/2022,f,q,3665.0,debit,Home Improvement,a,,
1/04/2022,b,o,4214.0,credit,Credit Card Payment,b,,
1/04/2022,x,y,824.0,debit,Restaurants,d,,
1/03/2022,t,w,4625.0,debit,Mortgage & Rent,c,,
1/03/2022,e,q,5472.0,credit,Transfer,e,,
1/03/2022,f,t,2256.0,debit,Home Services,f,,
1/03/2022,u,s,4880.0,debit,Transfer,d,,
1/02/2022,l,w,1840.0,debit,Shopping,d,,
1/01/2022,r,p,3288.0,debit,Alcohol & Bars,c,,
12/30/2021,f,o,2832.0,credit,Paycheck,b,,
12/30/2021,m,m,4190.0,credit,Paycheck,c,,
12/30/2021,f,k,2728.0,credit,Paycheck,c,,
12/30/2021,j,a,2879.0,credit,Transfer,b,,
12/29/2021,k,h,395.0,debit,Cash & ATM,a,,
12/29/2021,b,s,697.0,debit,Cash & ATM,b,,
12/28/2021,d,v,3393.0,debit,Entertainment,c,,
12/28/2021,b,i,2442.0,debit,Internet,c,,
12/28/2021,k,a,3970.0,debit,Utilities,a,,
12/28/2021,g,v,1516.0,debit,Music,a,,
12/28/2021,k,r,413.0,debit,Pharmacy,b,,
12/28/2021,u,i,4690.0,debit,Parking,c,,
12/27/2021,r,b,3589.0,debit,Credit Card Payment,f,,
12/27/2021,f,j,2685.0,debit,Gym,b,,
12/27/2021,i,p,5350.0,debit,Health & Fitness,d,,
12/27/2021,q,i,698.0,debit,Restaurants,f,,
12/26/2021,n,a,1695.0,debit,Misc Expenses,b,,
12/24/2021,k,q,2084.0,debit,Health Insurance,d,,
12/24/2021,n,b,593.0,credit,Paycheck,e,,
12/24/2021,j,r,5644.0,debit,Credit Card Payment,a,,
12/23/2021,n,t,1728.0,debit,Utilities,b,,
12/23/2021,t,e,787.0,debit,Entertainment,d,,
12/22/2021,p,g,3607.0,debit,Gas & Fuel,f,,
12/22/2021,a,h,1245.0,credit,Electronics & Software,f,,
12/21/2021,b,t,4978.0,debit,Hair,f,,
12/21/2021,b,e,791.0,debit,Groceries,c,,
12/21/2021,b,a,2385.0,debit,Electronics & Software,b,,
12/20/2021,r,v,980.0,debit,Credit Card Payment,e,,
12/20/2021,d,j,3117.0,debit,Clothing,c,,
12/20/2021,m,v,1885.0,debit,Transfer,d,,
12/20/2021,m,v,1242.0,credit,Interest Income,d,,
12/20/2021,f,n,2082.0,debit,Restaurants,f,,
12/19/2021,t,j,4294.0,credit,Credit Card Payment,f,,
12/19/2021,q,g,2425.0,debit,Fast Food,e,,
12/19/2021,j,b,4045.0,debit,Gym,d,,
12/19/2021,d,r,4016.0,credit,Credit Card Payment,f,,
12/17/2021,r,i,1764.0,credit,Interest Income,a,,
12/17/2021,e,a,137.0,debit,Alcohol & Bars,f,,
12/16/2021,w,h,2559.0,credit,Interest Income,e,,
12/15/2021,a,p,780.0,credit,Paycheck,a,,
12/15/2021,w,q,3901.0,credit,Paycheck,b,,
12/15/2021,g,x,4664.0,credit,Paycheck,c,,
12/14/2021,f,s,3199.0,debit,Credit Card Payment,e,,
12/14/2021,y,t,3414.0,debit,Mobile Phone,f,,
12/13/2021,e,l,2794.0,credit,Paycheck,a,,
12/13/2021,u,r,1787.0,debit,Television,b,,
12/13/2021,b,c,813.0,debit,Entertainment,a,,
12/10/2021,m,k,1953.0,debit,Pharmacy,c,,
12/09/2021,y,w,2254.0,debit,Entertainment,f,,
12/08/2021,b,a,691.0,debit,Newspapers & Magazines,b,,
12/07/2021,r,m,2471.0,debit,Electronics & Software,c,,
12/07/2021,k,h,1918.0,credit,Income,c,,
12/07/2021,n,j,1815.0,debit,Auto Insurance,f,,
12/06/2021,f,e,457.0,debit,Groceries,c,,
12/06/2021,t,u,3784.0,debit,Credit Card Payment,a,,
12/06/2021,t,c,2592.0,debit,Sporting Goods,f,,
12/05/2021,o,j,3374.0,credit,Electronics & Software,e,,
12/05/2021,t,c,2304.0,debit,Fast Food,e,,
12/05/2021,c,b,859.0,debit,Restaurants,d,,
12/03/2021,b,r,4397.0,credit,Credit Card Payment,c,,
12/03/2021,r,t,1103.0,debit,Auto Payment,d,,
12/03/2021,k,k,3814.0,credit,Transfer,a,,
12/03/2021,j,n,1839.0,debit,Shopping,b,,
12/01/2021,t,k,2340.0,debit,Transfer,a,,
12/01/2021,k,f,4807.0,debit,Home Services,f,,
12/01/2021,f,k,5620.0,credit,Transfer,d,,
12/01/2021,h,w,2985.0,debit,Mortgage & Rent,d,,
12/01/2021,x,p,1018.0,credit,Transfer,d,,
11/30/2021,c,b,1467.0,debit,Utilities,c,,
11/30/2021,p,i,1180.0,credit,Paycheck,a,,
11/30/2021,y,q,1912.0,credit,Paycheck,d,,
11/30/2021,r,d,3753.0,credit,Paycheck,e,,
11/29/2021,v,d,2290.0,debit,Music,f,,
11/29/2021,j,w,430.0,debit,Entertainment,b,,
11/28/2021,s,r,2884.0,debit,Gas & Fuel,b,,
11/26/2021,j,m,4439.0,debit,Credit Card Payment,b,,
11/26/2021,t,t,38.0,credit,Service Fee,b,,
11/26/2021,u,t,3921.0,debit,Cash & ATM,e,,
11/26/2021,t,w,2202.0,credit,Income,e,,
11/26/2021,g,n,2723.0,debit,Misc Expenses,f,,
11/24/2021,f,b,50.0,debit,Gas & Fuel,b,,
11/24/2021,s,x,3126.0,credit,Paycheck,d,,
11/24/2021,u,x,1769.0,debit,Health Insurance,e,,
11/23/2021,u,n,4707.0,debit,Entertainment,c,,
11/23/2021,e,k,2957.0,debit,Utilities,c,,
11/22/2021,g,p,84.0,debit,Entertainment,a,,
11/22/2021,h,a,977.0,debit,Credit Card Payment,f,,
11/22/2021,f,g,6065.0,debit,Credit Card Payment,f,,
11/22/2021,w,d,854.0,debit,Restaurants,a,,
11/21/2021,i,l,1704.0,debit,Personal Care,c,,
11/19/2021,y,t,1575.0,credit,Credit Card Payment,f,,
11/19/2021,u,s,707.0,credit,Credit Card Payment,e,,
11/18/2021,n,s,1399.0,debit,Gym,e,,
11/17/2021,i,n,5350.0,debit,Entertainment,c,,
11/17/2021,b,n,1164.0,debit,Alcohol & Bars,f,,
11/16/2021,b,n,1320.0,debit,Alcohol & Bars,f,,
11/16/2021,r,y,1815.0,credit,Interest Income,b,,
11/16/2021,m,k,3018.0,credit,Service Fee,b,,
11/16/2021,p,m,4972.0,credit,Income,a,,
11/16/2021,j,r,1357.0,debit,Cash & ATM,a,,
11/15/2021,d,m,3480.0,credit,Paycheck,b,,
11/15/2021,l,h,866.0,credit,Interest Income,c,,
11/15/2021,e,r,3300.0,credit,Paycheck,c,,
11/15/2021,a,j,1593.0,debit,Mobile Phone,b,,
11/15/2021,l,h,1383.0,debit,Coffee Shops,b,,
11/15/2021,b,s,2594.0,credit,Paycheck,e,,
11/15/2021,t,e,2872.0,debit,Credit Card Payment,c,,
11/14/2021,e,v,2101.0,debit,Electronics & Software,f,,
11/14/2021,j,o,3732.0,debit,Shopping,f,,
11/14/2021,x,l,872.0,debit,Restaurants,d,,
11/13/2021,o,m,4126.0,debit,Movies & DVDs,b,,
11/13/2021,m,s,1961.0,credit,Paycheck,c,,
11/12/2021,l,j,3108.0,credit,Interest Income,d,,
11/12/2021,j,a,2864.0,debit,Shopping,a,,
11/12/2021,c,l,29.0,debit,Entertainment,e,,
11/12/2021,v,h,5114.0,debit,Rental Car & Taxi,f,,
11/10/2021,k,r,251.0,debit,Entertainment,e,,
11/10/2021,y,q,841.0,debit,Newspapers & Magazines,c,,
11/10/2021,a,y,143.0,debit,Pharmacy,a,,
11/09/2021,x,l,3069.0,debit,Auto & Transport,f,,
11/09/2021,r,b,3967.0,debit,Parking,e,,
11/09/2021,c,n,955.0,debit,Entertainment,f,,
11/09/2021,t,g,142.0,debit,Shopping,a,,
11/08/2021,h,j,636.0,debit,Shopping,e,,
11/08/2021,c,c,1399.0,debit,Restaurants,c,,
11/08/2021,g,x,633.0,debit,Auto Insurance,e,,
11/08/2021,w,j,53.0,debit,Restaurants,b,,
11/08/2021,n,b,458.0,debit,Shopping,c,,
11/08/2021,v,e,7.0,debit,Restaurants,d,,
11/08/2021,j,l,574.0,debit,Service Fee,a,,
11/08/2021,y,d,2647.0,debit,Shopping,e,,
11/08/2021,n,t,38.0,debit,Hair,b,,
11/07/2021,g,e,250.0,debit,Travel,a,,
11/07/2021,c,u,1426.0,debit,Restaurants,a,,
11/06/2021,b,m,1509.0,debit,Shopping,e,,
11/05/2021,o,t,2835.0,debit,Vacation,a,,
11/05/2021,q,w,196.0,debit,Rental Car & Taxi,b,,
11/05/2021,h,l,1910.0,debit,Auto Payment,f,,
11/05/2021,k,f,4484.0,debit,Credit Card Payment,c,,
11/04/2021,e,y,3730.0,credit,Credit Card Payment,b,,
11/03/2021,f,t,3293.0,debit,Clothing,f,,
11/03/2021,d,n,3220.0,debit,Rental Car & Taxi,d,,
11/03/2021,h,d,3573.0,debit,Clothing,a,,
11/02/2021,d,l,3683.0,debit,Shopping,d,,
11/01/2021,n,p,2400.0,debit,Transfer,a,,
11/01/2021,l,a,5472.0,debit,Entertainment,e,,
11/01/2021,u,e,3856.0,debit,Home Services,b,,
11/01/2021,u,x,4728.0,debit,Mortgage & Rent,c,,
10/29/2021,v,i,147.0,debit,Rental Car & Taxi,d,,
10/29/2021,s,t,2466.0,debit,Rental Car & Taxi,a,,
10/29/2021,e,w,1077.0,credit,Paycheck,d,,
10/29/2021,g,s,3887.0,credit,Transfer,a,,
10/29/2021,r,j,283.0,credit,Paycheck,a,,
10/29/2021,j,u,3470.0,debit,Transfer,f,,
10/29/2021,v,f,233.0,credit,Paycheck,c,,
10/29/2021,r,c,2610.0,credit,Paycheck,f,,
10/28/2021,r,r,12.0,debit,Entertainment,f,,
10/28/2021,a,f,2682.0,debit,Music,a,,
10/27/2021,a,d,4187.0,credit,Transfer,e,,
10/26/2021,p,u,4024.0,debit,Credit Card Payment,e,,
10/26/2021,g,a,2566.0,debit,Utilities,a,,
10/26/2021,m,h,1778.0,debit,Air Travel,e,,
10/26/2021,t,m,410.0,debit,Utilities,c,,
10/26/2021,m,r,862.0,debit,Rental Car & Taxi,e,,
10/26/2021,r,s,2347.0,debit,Misc Expenses,e,,
10/26/2021,w,j,680.0,debit,Rental Car & Taxi,e,,
10/26/2021,d,e,2594.0,debit,Rental Car & Taxi,f,,
10/25/2021,i,x,3615.0,debit,Transfer,d,,
10/25/2021,q,r,4469.0,debit,Credit Card Payment,e,,
10/25/2021,m,k,2172.0,credit,Paycheck,f,,
10/24/2021,s,w,2212.0,debit,Rental Car & Taxi,e,,
10/24/2021,x,c,1524.0,debit,Rental Car & Taxi,e,,
10/24/2021,f,t,2517.0,debit,Hotel,d,,
10/24/2021,v,c,3329.0,debit,Health Insurance,d,,
10/23/2021,n,w,2675.0,credit,Credit Card Payment,d,,
10/23/2021,k,v,1541.0,debit,Restaurants,e,,
10/23/2021,n,q,3621.0,debit,Restaurants,c,,
10/23/2021,g,n,1537.0,debit,Service Fee,f,,
10/22/2021,t,h,2815.0,debit,Entertainment,c,,
10/22/2021,n,s,67.0,debit,Rental Car & Taxi,f,,
10/21/2021,c,d,3269.0,debit,Rental Car & Taxi,a,,
10/21/2021,p,p,331.0,debit,Rental Car & Taxi,f,,
10/20/2021,x,x,387.0,debit,Clothing,c,,
10/20/2021,q,t,2942.0,debit,Credit Card Payment,f,,
10/20/2021,b,m,2005.0,debit,Utilities,d,,
10/20/2021,j,g,347.0,debit,Utilities,d,,
10/19/2021,w,i,3311.0,credit,Credit Card Payment,b,,
10/19/2021,e,q,471.0,debit,Shopping,b,,
10/19/2021,l,q,2461.0,credit,Credit Card Payment,d,,
10/18/2021,y,y,697.0,debit,Gym,e,,
10/18/2021,l,y,4035.0,debit,Vacation,d,,
10/18/2021,r,a,3982.0,credit,Interest Income,b,,
10/18/2021,o,r,2721.0,debit,Restaurants,c,,
10/18/2021,s,a,236.0,debit,Service Fee,e,,
10/17/2021,u,t,1786.0,debit,Shopping,a,,
10/17/2021,v,l,2034.0,credit,Shopping,e,,
10/15/2021,n,l,3520.0,credit,Paycheck,e,,
10/15/2021,v,u,2247.0,credit,Paycheck,f,,
10/15/2021,c,x,748.0,credit,Paycheck,c,,
10/15/2021,g,f,3533.0,credit,Interest Income,d,,
10/14/2021,w,g,3974.0,debit,Credit Card Payment,b,,
10/14/2021,v,l,2058.0,credit,Interest Income,e,,
10/14/2021,u,k,3613.0,debit,Mobile Phone,a,,
10/14/2021,i,b,1231.0,debit,Shopping,e,,
10/13/2021,b,x,5824.0,credit,Income,d,,
10/13/2021,h,c,4914.0,debit,Transfer,b,,
10/13/2021,j,f,2236.0,credit,Transfer,f,,
10/13/2021,u,i,2640.0,debit,Shopping,f,,
10/13/2021,o,m,2684.0,debit,Movies & DVDs,f,,
10/13/2021,a,d,2252.0,credit,Paycheck,f,,
10/12/2021,p,a,3628.0,credit,Shopping,c,,
10/12/2021,b,q,1963.0,debit,Entertainment,e,,
10/12/2021,w,e,210.0,debit,Transfer,a,,
10/12/2021,r,m,821.0,debit,Transfer,e,,
10/12/2021,g,c,2241.0,credit,Transfer,b,,
10/11/2021,g,j,1731.0,debit,Entertainment,d,,
10/10/2021,e,h,5887.0,debit,Pharmacy,d,,
10/09/2021,j,j,685.0,debit,Entertainment,a,,
10/09/2021,d,q,1939.0,debit,Entertainment,f,,
10/07/2021,f,s,4005.0,debit,Auto Insurance,f,,
10/07/2021,y,g,3982.0,debit,Restaurants,a,,
10/07/2021,h,g,733.0,debit,Travel,e,,
10/07/2021,u,t,2983.0,debit,Rental Car & Taxi,a,,
10/07/2021,k,q,945.0,debit,Rental Car & Taxi,d,,
10/07/2021,m,q,59.0,debit,Travel,a,,
10/07/2021,g,r,1448.0,credit,Credit Card Payment,b,,
10/07/2021,l,q,1260.0,debit,Rental Car & Taxi,a,,
10/06/2021,c,u,2057.0,debit,Credit Card Payment,e,,
10/06/2021,i,i,2308.0,debit,Electronics & Software,e,,
10/06/2021,d,l,3815.0,debit,Alcohol & Bars,f,,
10/05/2021,j,i,3474.0,debit,Entertainment,a,,
10/05/2021,r,e,930.0,debit,Service Fee,c,,
10/05/2021,a,e,1946.0,debit,Loans,e,,
10/05/2021,x,h,2686.0,debit,Restaurants,c,,
10/04/2021,w,a,1196.0,debit,Restaurants,d,,
10/04/2021,e,t,563.0,debit,Doctor,c,,
10/04/2021,d,w,304.0,debit,Shopping,b,,
10/04/2021,j,l,788.0,debit,Air Travel,b,,
10/04/2021,n,f,1349.0,debit,Fast Food,b,,
10/04/2021,j,n,4023.0,debit,Air Travel,d,,
10/04/2021,b,j,707.0,debit,Personal Care,a,,
10/04/2021,l,m,1157.0,credit,Credit Card Payment,b,,
10/03/2021,i,o,916.0,debit,Alcohol & Bars,a,,
10/02/2021,h,b,1519.0,debit,Office Supplies,d,,
10/01/2021,t,h,6332.0,debit,Transfer,c,,
10/01/2021,u,j,3166.0,credit,Transfer,d,,
10/01/2021,a,w,4088.0,debit,Mortgage & Rent,a,,
10/01/2021,f,b,4133.0,credit,Transfer,e,,
10/01/2021,c,n,1281.0,debit,Entertainment,c,,
10/01/2021,u,h,2277.0,debit,Home Services,b,,
9/30/2021,s,b,397.0,credit,Paycheck,a,,
9/30/2021,t,b,1606.0,credit,Paycheck,f,,
9/30/2021,t,p,2520.0,credit,Paycheck,e,,
9/28/2021,c,q,709.0,debit,Utilities,f,,
9/28/2021,x,i,724.0,debit,Entertainment,e,,
9/28/2021,o,e,749.0,debit,Music,d,,
9/28/2021,t,y,893.0,debit,Home Services,e,,
9/27/2021,s,m,1706.0,debit,Credit Card Payment,a,,
9/26/2021,d,k,1060.0,debit,Misc Expenses,a,,
9/25/2021,s,o,447.0,credit,Paycheck,e,,
9/24/2021,e,i,1182.0,debit,Health Insurance,f,,
9/24/2021,c,j,2376.0,debit,Credit Card Payment,b,,
9/24/2021,s,n,2898.0,debit,Utilities,c,,
9/23/2021,g,j,44.0,credit,Credit Card Payment,c,,
9/22/2021,t,q,1841.0,debit,Groceries,b,,
9/22/2021,d,n,3501.0,debit,Entertainment,e,,
9/21/2021,d,t,4433.0,debit,Shopping,e,,
9/21/2021,u,v,3300.0,debit,Gas & Fuel,a,,
9/21/2021,m,f,1372.0,debit,Groceries,a,,
9/21/2021,x,q,3145.0,debit,Shopping,c,,
9/20/2021,e,b,1564.0,debit,Clothing,b,,
9/20/2021,e,j,3346.0,debit,Shopping,e,,
9/19/2021,v,w,3300.0,debit,Groceries,b,,
9/19/2021,l,a,3985.0,debit,Gym,b,,
9/19/2021,k,q,256.0,debit,Books,a,,
9/19/2021,k,p,279.0,credit,Credit Card Payment,e,,
9/17/2021,j,x,892.0,credit,Interest Income,d,,
9/17/2021,w,y,639.0,debit,Shopping,a,,
9/16/2021,u,j,3523.0,debit,Groceries,a,,
9/16/2021,j,i,2794.0,debit,Shopping,f,,
